Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
Yes,Travel_Frequently,50+,Ex-Employees,Human Resources,Medical,23920,Male,Sales Representative,Single,No,3,33,No,422,13,Bachelor's Degree,2,86,4,5,5,2552,21057,8,30,3,3,80,0,25,4,28,16,4,19
No,Non-Travel,40-50,Ex-Employees,Human Resources,Marketing,58667,Male,Healthcare Representative,Single,Yes,5,33,Yes,1249,21,Doctoral Degree,3,109,5,1,4,18783,26560,4,16,5,5,80,0,21,5,10,4,14,9
No,Travel_Rarely,20-30,Ex-Employees,Human Resources,Life Sciences,36003,Male,Laboratory Technician,Married,No,2,46,Yes,465,25,Associates Degree,1,31,4,4,4,16168,12768,5,31,5,1,80,0,17,5,19,16,10,18
Yes,Non-Travel,40-50,Current Employees,Sales,Other,96307,Female,Sales Executive,Married,No,0,27,No,360,40,Associates Degree,4,66,1,2,4,14047,12481,8,33,4,4,80,3,40,4,32,13,2,2
No,Travel_Frequently,<20,Ex-Employees,Human Resources,Other,96631,Female,Research Scientist,Married,No,6,38,Yes,845,41,Master's Degree,1,46,2,1,2,9532,15469,2,30,2,3,80,2,37,5,38,18,6,1
No,Non-Travel,40-50,Ex-Employees,Human Resources,Marketing,26149,Male,Sales Representative,Single,Yes,2,18,Yes,236,5,Associates Degree,5,71,3,1,2,11210,15980,10,19,3,4,80,3,9,3,30,5,9,14
No,Travel_Frequently,<20,Current Employees,Sales,Other,99428,Male,Research Scientist,Single,No,0,55,Yes,315,4,Doctoral Degree,3,52,1,3,4,8367,19820,3,17,1,3,80,3,8,5,36,4,6,13
Yes,Non-Travel,50+,Ex-Employees,Sales,Technical Degree,35049,Male,Manager,Single,No,0,23,No,1403,29,Doctoral Degree,5,110,4,4,3,15344,24846,7,21,4,3,80,0,36,1,4,9,12,15
Yes,Travel_Frequently,20-30,Current Employees,Human Resources,Life Sciences,83149,Female,Laboratory Technician,Single,Yes,1,35,Yes,707,40,Master's Degree,1,56,3,1,2,18260,10779,0,17,3,4,80,2,29,4,34,8,7,14
Yes,Travel_Frequently,20-30,Ex-Employees,Research & Development,Marketing,44252,Female,Laboratory Technician,Divorced,Yes,0,28,No,170,19,Associates Degree,2,67,4,1,3,17257,22606,0,24,5,3,80,0,34,5,19,7,12,3
Yes,Travel_Frequently,30-40,Current Employees,Human Resources,Life Sciences,81592,Female,Sales Representative,Single,Yes,4,23,No,610,26,Doctoral Degree,4,75,3,3,4,10692,28578,3,16,3,1,80,2,29,5,34,3,3,3
No,Travel_Rarely,30-40,Current Employees,Research & Development,Life Sciences,80442,Female,Laboratory Technician,Single,Yes,6,37,Yes,376,7,Master's Degree,3,69,1,5,4,7174,10804,3,14,2,5,80,0,2,3,32,20,6,7
Yes,Travel_Rarely,20-30,Ex-Employees,Sales,Technical Degree,52264,Male,Sales Executive,Single,Yes,4,18,No,230,40,Associates Degree,5,78,1,1,3,16597,20826,7,28,2,4,80,2,26,3,20,8,6,11
No,Non-Travel,20-30,Ex-Employees,Human Resources,Medical,38331,Female,Laboratory Technician,Married,Yes,3,20,Yes,1257,36,Master's Degree,3,64,3,3,4,8658,15946,3,36,1,4,80,1,38,5,33,11,6,16
Yes,Travel_Frequently,50+,Current Employees,Sales,Life Sciences,47384,Female,Manager,Single,Yes,4,55,Yes,1141,9,Associates Degree,1,76,3,2,2,13677,10816,9,26,3,2,80,1,7,5,30,19,8,17
Yes,Travel_Rarely,50+,Ex-Employees,Human Resources,Marketing,78219,Female,Human Resources,Single,No,3,52,Yes,1143,4,Doctoral Degree,4,114,1,3,1,18452,13111,6,39,2,5,80,0,29,1,24,5,4,0
Yes,Travel_Frequently,40-50,Ex-Employees,Research & Development,Other,66168,Male,Sales Representative,Divorced,No,2,23,Yes,130,38,Associates Degree,4,61,5,2,2,9869,12882,5,17,5,2,80,3,24,5,4,18,8,12
No,Non-Travel,40-50,Current Employees,Human Resources,Other,6956,Male,Research Scientist,Married,No,2,37,No,1058,29,Associates Degree,3,82,4,3,4,1625,10202,10,19,4,4,80,1,37,5,33,1,9,8
No,Travel_Frequently,20-30,Ex-Employees,Research & Development,Medical,80070,Female,Laboratory Technician,Single,No,2,38,No,593,40,Associates Degree,4,97,4,3,3,9627,15748,10,40,5,2,80,2,6,2,29,2,5,20
No,Non-Travel,40-50,Current Employees,Sales,Other,22530,Male,Laboratory Technician,Single,Yes,1,58,No,1050,41,Master's Degree,2,93,2,3,5,17061,20594,8,31,5,2,80,1,37,3,5,7,13,4
Yes,Travel_Rarely,20-30,Ex-Employees,Sales,Life Sciences,16140,Female,Human Resources,Divorced,Yes,6,40,Yes,1372,29,Master's Degree,1,87,5,5,5,15770,15539,3,27,1,5,80,3,2,2,7,8,13,1
No,Non-Travel,50+,Current Employees,Human Resources,Other,29897,Male,Research Scientist,Single,No,4,55,No,213,15,Doctoral Degree,3,34,5,5,3,6421,29426,10,17,2,3,80,0,12,2,35,7,3,12
No,Non-Travel,20-30,Ex-Employees,Research & Development,Life Sciences,75975,Male,Sales Executive,Divorced,No,1,40,Yes,907,45,Bachelor's Degree,3,53,1,3,1,2165,28108,0,15,1,5,80,0,3,3,25,15,12,20
Yes,Travel_Rarely,30-40,Current Employees,Sales,Life Sciences,64645,Male,Healthcare Representative,Married,No,1,53,No,1212,43,Doctoral Degree,2,103,2,1,4,11490,21934,6,37,1,2,80,0,36,3,5,6,15,13
Yes,Travel_Rarely,<20,Current Employees,Human Resources,Medical,68253,Female,Healthcare Representative,Divorced,No,6,39,No,1100,47,Doctoral Degree,4,32,4,4,3,13243,15169,0,26,2,5,80,0,38,4,33,2,7,4
Yes,Non-Travel,30-40,Ex-Employees,Sales,Other,75203,Male,Sales Executive,Divorced,Yes,2,49,Yes,1224,33,Bachelor's Degree,3,69,4,5,3,14964,20895,4,27,2,4,80,0,10,1,8,15,11,18
Yes,Non-Travel,40-50,Current Employees,Sales,Technical Degree,77305,Female,Human Resources,Single,No,5,57,Yes,210,6,Master's Degree,1,70,5,1,5,4433,14861,6,20,1,5,80,0,17,4,20,19,3,16
No,Non-Travel,<20,Current Employees,Research & Development,Life Sciences,99430,Male,Sales Executive,Married,No,1,44,Yes,189,47,Bachelor's Degree,3,62,5,1,1,17348,24422,2,23,5,4,80,2,39,1,29,1,10,17
No,Non-Travel,<20,Ex-Employees,Research & Development,Other,63059,Male,Healthcare Representative,Married,Yes,4,18,Yes,1267,3,Doctoral Degree,3,109,3,1,5,18592,11061,4,15,2,4,80,0,28,5,35,5,5,17
Yes,Non-Travel,40-50,Ex-Employees,Sales,Other,15864,Male,Human Resources,Single,Yes,5,26,No,1227,47,Associates Degree,4,48,1,1,4,7166,10709,2,29,5,1,80,2,5,2,5,2,2,8
No,Non-Travel,20-30,Current Employees,Research & Development,Life Sciences,80221,Male,Sales Executive,Divorced,Yes,0,20,Yes,597,28,Master's Degree,4,45,4,3,3,8774,25975,0,37,1,1,80,3,5,1,0,17,9,12
Yes,Travel_Frequently,30-40,Current Employees,Human Resources,Other,17123,Female,Sales Representative,Divorced,Yes,4,55,Yes,1152,13,Associates Degree,4,74,3,4,4,15792,13647,8,22,5,2,80,3,36,1,9,10,9,0
Yes,Travel_Frequently,30-40,Current Employees,Research & Development,Technical Degree,51165,Female,Laboratory Technician,Divorced,Yes,6,58,No,1012,27,Associates Degree,4,30,5,3,1,9251,15170,1,27,3,2,80,1,38,3,18,12,6,1
No,Travel_Frequently,50+,Current Employees,Sales,Technical Degree,74153,Male,Laboratory Technician,Divorced,Yes,0,45,No,746,32,Master's Degree,4,97,3,3,5,12876,15727,2,26,2,1,80,0,34,1,4,5,10,2
No,Non-Travel,20-30,Ex-Employees,Human Resources,Medical,52523,Female,Sales Representative,Divorced,No,0,57,No,704,34,Associates Degree,2,113,4,2,4,4880,22009,2,15,5,2,80,1,29,2,20,8,13,8
Yes,Travel_Rarely,40-50,Current Employees,Sales,Technical Degree,99635,Female,Sales Representative,Single,Yes,6,30,Yes,751,27,Master's Degree,1,108,4,4,5,9181,11098,8,16,4,5,80,1,30,2,21,6,2,20
Yes,Travel_Frequently,50+,Ex-Employees,Sales,Other,29910,Male,Sales Executive,Married,No,1,33,No,550,28,Doctoral Degree,1,76,3,3,4,1477,29054,10,28,2,1,80,3,16,2,6,7,13,10
No,Travel_Rarely,<20,Ex-Employees,Human Resources,Technical Degree,23432,Female,Manager,Divorced,No,0,27,Yes,279,32,Bachelor's Degree,4,107,1,3,1,8108,24281,4,24,1,2,80,2,39,5,29,9,10,1
No,Travel_Rarely,30-40,Current Employees,Human Resources,Other,71849,Female,Laboratory Technician,Single,No,2,41,No,822,47,Bachelor's Degree,3,40,5,2,1,9087,13001,1,29,4,4,80,2,37,5,27,6,5,19
Yes,Travel_Rarely,20-30,Ex-Employees,Research & Development,Other,34704,Female,Research Scientist,Single,Yes,3,34,Yes,1467,13,Associates Degree,5,67,4,1,3,2833,15191,5,28,1,2,80,2,10,1,1,9,4,9
No,Non-Travel,50+,Ex-Employees,Sales,Marketing,24136,Male,Human Resources,Divorced,Yes,3,27,No,1308,41,Doctoral Degree,3,37,5,1,4,17871,23881,1,28,4,3,80,2,0,5,4,10,4,5
Yes,Travel_Frequently,40-50,Ex-Employees,Research & Development,Technical Degree,474,Female,Research Scientist,Divorced,No,4,44,No,1410,21,Bachelor's Degree,4,54,5,5,1,11629,11557,1,15,5,5,80,2,1,1,28,11,5,5
Yes,Travel_Frequently,50+,Current Employees,Sales,Medical,5013,Female,Human Resources,Divorced,Yes,1,56,Yes,854,10,Master's Degree,4,84,1,2,2,2182,26189,3,23,4,1,80,0,32,3,21,6,3,9
No,Non-Travel,50+,Ex-Employees,Human Resources,Technical Degree,39417,Female,Healthcare Representative,Married,Yes,6,23,No,1270,28,Doctoral Degree,3,98,4,2,4,9367,26139,2,39,1,4,80,2,17,4,12,0,15,14
Yes,Travel_Frequently,50+,Ex-Employees,Research & Development,Medical,57643,Female,Laboratory Technician,Married,No,4,40,Yes,1280,47,Master's Degree,4,99,2,4,4,14061,10822,10,16,1,4,80,0,29,3,29,14,10,20
No,Travel_Rarely,50+,Current Employees,Sales,Other,27140,Female,Sales Representative,Divorced,Yes,6,52,Yes,384,17,Doctoral Degree,5,95,4,4,4,12154,22739,7,35,4,2,80,0,9,4,22,5,9,11
Yes,Travel_Frequently,40-50,Current Employees,Sales,Medical,9542,Female,Healthcare Representative,Married,No,5,41,Yes,157,2,Associates Degree,2,74,5,4,5,17240,11322,3,31,3,4,80,3,24,2,36,8,15,9
Yes,Non-Travel,30-40,Ex-Employees,Research & Development,Marketing,28462,Female,Healthcare Representative,Divorced,No,3,41,Yes,1138,9,Associates Degree,5,45,2,3,1,19382,15658,5,23,1,5,80,1,29,1,15,14,11,20
No,Travel_Frequently,50+,Ex-Employees,Research & Development,Medical,68388,Male,Human Resources,Divorced,Yes,1,21,No,555,23,Doctoral Degree,5,80,2,5,1,6363,26754,5,13,4,4,80,2,25,4,25,15,3,19
No,Travel_Rarely,<20,Ex-Employees,Sales,Medical,48648,Female,Manager,Single,Yes,2,43,Yes,1036,19,Master's Degree,5,93,3,2,1,15818,29665,9,12,2,1,80,0,16,5,35,1,13,13
Yes,Travel_Rarely,20-30,Current Employees,Human Resources,Life Sciences,58199,Male,Sales Executive,Married,No,4,22,No,925,31,Associates Degree,4,89,1,4,5,14278,25176,2,27,5,2,80,0,26,1,29,9,8,1
No,Non-Travel,50+,Ex-Employees,Human Resources,Medical,84783,Male,Human Resources,Divorced,No,4,47,No,583,12,Associates Degree,1,104,1,2,2,9564,12239,6,14,3,5,80,1,11,3,36,6,14,11
Yes,Travel_Frequently,30-40,Current Employees,Sales,Marketing,82528,Female,Research Scientist,Divorced,No,2,38,Yes,350,39,Doctoral Degree,1,119,2,1,1,14360,16355,3,22,3,5,80,3,13,5,10,13,9,1
No,Travel_Frequently,40-50,Current Employees,Sales,Technical Degree,10213,Female,Manager,Married,Yes,5,40,No,886,49,Associates Degree,2,76,5,1,5,14794,12576,9,27,3,5,80,2,21,1,25,13,7,1
No,Travel_Rarely,<20,Current Employees,Sales,Other,81375,Male,Human Resources,Single,No,0,21,Yes,989,14,Doctoral Degree,1,78,4,5,5,16476,19494,0,39,4,2,80,1,21,3,12,2,9,9
No,Travel_Frequently,50+,Current Employees,Sales,Medical,26640,Male,Sales Executive,Divorced,No,3,38,No,685,44,Associates Degree,1,35,4,2,1,14640,13439,3,19,2,5,80,0,5,1,4,15,13,17
Yes,Non-Travel,40-50,Ex-Employees,Research & Development,Other,94744,Female,Laboratory Technician,Single,Yes,6,58,No,1172,7,Bachelor's Degree,4,31,1,1,4,12430,11183,5,29,1,2,80,2,10,2,1,18,12,17
No,Non-Travel,50+,Ex-Employees,Sales,Marketing,54334,Female,Healthcare Representative,Single,Yes,0,59,Yes,112,6,Bachelor's Degree,4,73,3,5,2,13343,14607,2,12,4,5,80,3,27,3,32,15,8,19
No,Non-Travel,50+,Current Employees,Human Resources,Medical,57798,Female,Healthcare Representative,Married,No,3,30,No,1381,3,Master's Degree,3,104,5,5,3,3658,25940,0,39,5,1,80,1,17,2,31,1,14,16
Yes,Travel_Rarely,30-40,Ex-Employees,Sales,Medical,35851,Female,Sales Representative,Single,Yes,2,46,Yes,1105,16,Bachelor's Degree,1,106,1,1,5,17161,26630,2,15,5,4,80,1,8,5,31,0,12,3
No,Travel_Frequently,20-30,Current Employees,Sales,Other,3747,Male,Sales Executive,Single,Yes,6,48,No,302,42,Associates Degree,3,73,3,2,2,8051,10967,8,13,1,3,80,0,21,5,28,1,9,14
Yes,Travel_Rarely,40-50,Current Employees,Sales,Medical,15571,Male,Sales Representative,Single,No,3,44,Yes,1014,41,Associates Degree,3,112,4,5,5,14284,22106,3,33,3,4,80,0,22,1,33,14,3,17
Yes,Travel_Rarely,30-40,Current Employees,Research & Development,Life Sciences,45287,Female,Human Resources,Married,Yes,1,30,No,416,34,Bachelor's Degree,3,31,3,4,5,9244,21662,8,19,1,5,80,3,40,1,3,5,4,9
Yes,Non-Travel,30-40,Ex-Employees,Research & Development,Technical Degree,69942,Male,Research Scientist,Single,No,2,20,Yes,507,35,Associates Degree,1,116,5,2,2,18434,12092,7,21,5,4,80,1,23,2,20,15,8,12
Yes,Non-Travel,50+,Ex-Employees,Sales,Medical,81536,Female,Laboratory Technician,Single,No,1,33,No,668,16,Associates Degree,2,65,2,2,2,5710,14761,9,29,4,1,80,1,5,4,5,17,14,9
Yes,Travel_Frequently,50+,Current Employees,Research & Development,Other,90389,Male,Laboratory Technician,Married,Yes,5,43,No,180,24,Associates Degree,1,57,4,1,5,7883,23811,8,27,2,4,80,2,0,4,1,15,12,2
No,Non-Travel,<20,Current Employees,Research & Development,Marketing,26006,Male,Research Scientist,Single,Yes,4,60,No,1408,20,Associates Degree,1,48,1,3,5,7105,15803,6,12,3,1,80,2,40,3,2,11,14,0
Yes,Travel_Rarely,50+,Ex-Employees,Sales,Life Sciences,43503,Female,Manager,Divorced,No,6,42,No,1490,42,Bachelor's Degree,5,114,2,3,4,2954,18014,9,14,5,3,80,0,17,1,39,11,12,6
Yes,Travel_Frequently,<20,Ex-Employees,Research & Development,Medical,131,Female,Research Scientist,Married,Yes,2,57,No,610,49,Doctoral Degree,2,110,5,5,1,7258,26913,8,26,1,5,80,3,37,3,9,18,6,11
Yes,Non-Travel,30-40,Ex-Employees,Sales,Medical,99578,Female,Manager,Single,No,0,60,Yes,1040,26,Doctoral Degree,1,44,2,4,1,13741,22733,2,29,5,5,80,0,28,4,6,4,14,13
Yes,Non-Travel,20-30,Ex-Employees,Human Resources,Medical,677,Male,Laboratory Technician,Single,No,2,58,Yes,1188,29,Master's Degree,5,112,3,3,2,2072,26944,9,23,5,3,80,3,22,3,28,15,2,20
Yes,Travel_Rarely,30-40,Current Employees,Research & Development,Other,94865,Female,Sales Representative,Divorced,No,2,55,Yes,979,36,Doctoral Degree,5,96,2,5,3,9252,25866,9,25,2,3,80,2,33,2,4,16,2,9
Yes,Non-Travel,<20,Current Employees,Human Resources,Medical,23715,Male,Manager,Divorced,No,2,54,Yes,1229,34,Bachelor's Degree,4,94,5,4,3,13236,15128,5,28,5,1,80,3,34,5,8,12,11,13
Yes,Travel_Rarely,20-30,Ex-Employees,Human Resources,Medical,36942,Female,Research Scientist,Married,No,5,33,Yes,1265,3,Bachelor's Degree,1,114,3,2,4,13131,28193,7,33,4,4,80,0,40,5,31,20,8,17
No,Non-Travel,40-50,Current Employees,Research & Development,Marketing,11333,Male,Sales Executive,Single,No,1,60,No,215,22,Master's Degree,1,93,5,5,5,3692,22461,8,39,5,4,80,2,0,3,6,10,4,11
No,Travel_Frequently,20-30,Ex-Employees,Human Resources,Life Sciences,47934,Female,Healthcare Representative,Single,Yes,5,39,No,825,4,Associates Degree,4,75,4,4,4,9707,27866,6,22,3,5,80,0,6,5,39,1,6,16
Yes,Travel_Frequently,20-30,Current Employees,Sales,Technical Degree,33220,Female,Human Resources,Divorced,Yes,6,36,No,288,23,Associates Degree,4,95,4,5,3,9042,10069,4,30,4,2,80,2,28,5,32,16,0,7
No,Non-Travel,30-40,Ex-Employees,Human Resources,Life Sciences,56293,Male,Sales Executive,Single,Yes,4,32,No,388,30,Doctoral Degree,3,40,3,5,4,7600,14299,5,35,5,5,80,2,25,2,12,8,9,19
Yes,Travel_Rarely,20-30,Ex-Employees,Human Resources,Medical,82699,Male,Manager,Single,Yes,4,39,No,1103,45,Bachelor's Degree,4,79,1,5,5,6149,11286,3,37,5,4,80,0,11,1,1,14,6,19
Yes,Travel_Frequently,30-40,Current Employees,Human Resources,Life Sciences,37461,Male,Healthcare Representative,Married,Yes,4,54,Yes,414,21,Doctoral Degree,3,78,1,1,2,4817,16339,8,38,2,5,80,3,28,3,33,13,10,3
Yes,Travel_Rarely,<20,Ex-Employees,Sales,Other,2802,Female,Research Scientist,Divorced,No,2,48,Yes,1099,42,Associates Degree,5,114,3,4,3,10636,15142,1,18,1,1,80,0,34,1,3,3,9,12
Yes,Non-Travel,20-30,Ex-Employees,Human Resources,Life Sciences,62016,Male,Human Resources,Divorced,No,5,55,Yes,798,44,Master's Degree,2,31,4,5,2,10051,21386,5,31,4,3,80,0,20,5,28,8,9,6
Yes,Travel_Rarely,40-50,Current Employees,Human Resources,Medical,60929,Female,Laboratory Technician,Divorced,Yes,5,45,Yes,995,44,Master's Degree,3,110,1,1,4,9971,14297,3,14,3,5,80,3,14,2,22,12,3,2
No,Non-Travel,<20,Current Employees,Human Resources,Technical Degree,66071,Female,Sales Representative,Single,Yes,5,22,Yes,847,43,Master's Degree,2,93,4,5,2,15030,28220,7,30,1,3,80,2,22,4,7,2,12,7
Yes,Travel_Frequently,50+,Current Employees,Sales,Marketing,50514,Female,Human Resources,Married,Yes,4,32,No,1002,2,Master's Degree,5,40,3,4,5,18075,26424,9,33,5,4,80,3,37,4,28,1,11,10
No,Non-Travel,30-40,Ex-Employees,Human Resources,Marketing,77092,Male,Research Scientist,Divorced,No,0,45,Yes,740,20,Associates Degree,2,101,2,3,1,6751,10079,0,24,2,5,80,0,35,3,33,8,15,15
No,Travel_Rarely,30-40,Current Employees,Human Resources,Technical Degree,22933,Male,Laboratory Technician,Single,Yes,2,24,No,761,12,Doctoral Degree,4,47,3,3,3,19950,10554,7,26,5,5,80,0,18,4,15,7,15,9
Yes,Non-Travel,<20,Current Employees,Human Resources,Medical,92230,Male,Sales Representative,Married,No,1,60,No,650,23,Bachelor's Degree,3,34,2,1,3,12046,15017,4,39,3,3,80,1,29,3,25,0,2,18
No,Non-Travel,30-40,Ex-Employees,Research & Development,Other,82094,Female,Research Scientist,Single,Yes,6,39,Yes,895,48,Doctoral Degree,1,116,3,5,2,5861,10148,7,39,4,1,80,1,17,4,34,9,14,2
Yes,Travel_Rarely,20-30,Ex-Employees,Human Resources,Other,17452,Male,Human Resources,Divorced,Yes,2,23,Yes,225,40,Bachelor's Degree,5,30,4,1,5,4836,16564,6,30,2,2,80,2,31,2,18,19,14,9
No,Non-Travel,30-40,Current Employees,Research & Development,Life Sciences,94181,Male,Laboratory Technician,Single,No,3,59,Yes,428,18,Bachelor's Degree,3,55,5,3,4,1840,26006,4,11,3,3,80,1,16,2,3,19,6,9
No,Travel_Rarely,30-40,Ex-Employees,Human Resources,Technical Degree,78300,Female,Healthcare Representative,Married,No,3,60,Yes,605,50,Master's Degree,1,54,5,4,2,3467,18266,6,36,1,2,80,3,22,4,18,17,13,10
Yes,Non-Travel,40-50,Ex-Employees,Research & Development,Technical Degree,52073,Female,Manager,Divorced,Yes,0,28,No,592,33,Associates Degree,5,57,2,3,4,14511,28038,10,26,1,3,80,0,39,5,7,17,12,15
Yes,Travel_Rarely,<20,Current Employees,Human Resources,Technical Degree,19794,Male,Healthcare Representative,Divorced,Yes,6,39,No,563,20,Bachelor's Degree,2,49,2,5,1,12547,20242,9,11,4,2,80,3,9,1,2,3,8,18
No,Non-Travel,40-50,Current Employees,Sales,Marketing,76064,Male,Laboratory Technician,Single,Yes,1,38,No,1436,17,Bachelor's Degree,1,57,4,3,4,2765,22098,6,15,2,3,80,0,11,1,26,9,10,7
No,Non-Travel,20-30,Ex-Employees,Research & Development,Medical,32593,Male,Human Resources,Single,No,6,58,No,1438,37,Master's Degree,3,46,5,2,3,4572,27135,6,40,2,3,80,1,19,5,35,3,3,20
No,Non-Travel,40-50,Current Employees,Research & Development,Medical,31826,Male,Healthcare Representative,Single,Yes,2,25,Yes,419,43,Doctoral Degree,3,100,3,1,2,14376,21449,5,18,3,5,80,2,22,2,38,7,4,8
No,Travel_Rarely,50+,Current Employees,Human Resources,Other,47248,Female,Healthcare Representative,Single,Yes,3,42,No,1067,24,Associates Degree,4,114,3,4,4,9260,12667,6,21,2,2,80,0,3,1,11,20,5,11
No,Travel_Frequently,<20,Ex-Employees,Human Resources,Life Sciences,18067,Male,Human Resources,Single,Yes,2,50,No,552,48,Bachelor's Degree,1,35,5,4,3,7778,18247,10,18,1,3,80,0,24,4,0,4,14,7
No,Non-Travel,<20,Current Employees,Sales,Marketing,84035,Female,Manager,Married,No,1,39,No,803,49,Bachelor's Degree,5,120,3,2,2,11853,29681,4,22,3,2,80,2,32,2,29,10,8,20
No,Travel_Rarely,50+,Current Employees,Human Resources,Medical,19494,Male,Research Scientist,Divorced,Yes,0,32,Yes,330,48,Bachelor's Degree,4,100,1,4,3,15836,24100,3,22,1,2,80,1,36,2,0,4,14,3
No,Travel_Rarely,40-50,Current Employees,Sales,Other,48419,Female,Manager,Single,Yes,1,35,Yes,1115,7,Master's Degree,3,64,4,1,4,7865,12616,6,15,5,1,80,1,29,2,3,18,2,7
No,Travel_Frequently,20-30,Ex-Employees,Research & Development,Marketing,22970,Female,Sales Executive,Married,No,3,36,No,129,47,Master's Degree,1,120,1,3,1,3242,22479,3,37,5,1,80,1,21,2,9,6,9,7
No,Non-Travel,<20,Current Employees,Research & Development,Other,43870,Female,Manager,Divorced,No,4,37,Yes,161,15,Bachelor's Degree,1,53,1,3,3,7723,29585,2,24,5,4,80,0,37,2,18,16,14,2
No,Travel_Rarely,50+,Current Employees,Research & Development,Medical,77042,Male,Research Scientist,Married,Yes,5,32,Yes,1143,7,Associates Degree,1,84,1,4,1,6346,24815,5,17,2,1,80,1,21,4,22,6,3,0
Yes,Travel_Rarely,30-40,Current Employees,Research & Development,Medical,57594,Female,Manager,Married,No,1,40,Yes,193,37,Bachelor's Degree,5,98,2,3,5,14903,15872,1,18,2,4,80,3,39,5,5,16,7,5
No,Travel_Rarely,40-50,Current Employees,Human Resources,Life Sciences,98091,Female,Research Scientist,Married,No,1,25,Yes,1030,8,Master's Degree,1,40,5,3,2,1092,25429,0,32,4,2,80,2,6,2,32,4,9,16
Yes,Travel_Rarely,50+,Current Employees,Research & Development,Life Sciences,70087,Female,Manager,Married,No,1,34,Yes,749,15,Associates Degree,2,74,4,4,5,2439,20976,4,14,1,4,80,1,30,4,30,18,12,16
No,Travel_Frequently,50+,Ex-Employees,Human Resources,Marketing,75095,Female,Manager,Married,No,1,26,Yes,327,6,Bachelor's Degree,2,110,2,5,1,5623,26872,6,38,1,2,80,0,28,5,28,16,3,12
Yes,Travel_Rarely,20-30,Current Employees,Sales,Marketing,2625,Female,Laboratory Technician,Married,No,3,23,No,1010,28,Master's Degree,5,85,3,3,5,2130,27279,9,11,2,1,80,3,13,3,10,14,15,19
No,Travel_Frequently,30-40,Ex-Employees,Human Resources,Medical,99215,Female,Sales Representative,Single,No,1,32,No,1212,29,Associates Degree,4,84,3,3,3,17413,18133,0,30,2,1,80,0,30,5,21,3,11,13
Yes,Non-Travel,20-30,Current Employees,Human Resources,Marketing,42247,Female,Sales Representative,Single,Yes,5,27,Yes,757,42,Master's Degree,4,45,3,5,5,5052,13567,9,14,5,2,80,0,25,4,35,6,8,5
No,Non-Travel,50+,Current Employees,Human Resources,Medical,81959,Male,Healthcare Representative,Single,No,6,39,No,152,46,Associates Degree,4,111,2,5,1,7510,11438,7,37,3,3,80,0,12,4,28,16,15,18
